Country,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Code,Annual CO₂ emissions
Brazil,Maize,2001,34019,1761.0,151523.0,22.14,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,22.14,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,22.14,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,22.14,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,22.14,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Maize,2001,34019,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,22.14,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,22.14,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,22.14,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,22.14,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,22.14,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,22.14,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,22.14,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,22.14,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,22.14,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,22.14,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,22.14,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,18.67,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.69,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,20.96,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,27.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,19.73,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,26.08,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,24.99,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Potatoes,2001,184997,1761.0,151523.0,25.59,BRA,346165980.0
Brazil,Maize,2002,30559,1761.0,145552.0,22.5,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,22.5,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,22.5,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,22.5,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,22.5,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,22.5,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,22.5,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,22.5,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,22.5,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,22.5,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,22.5,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.09,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.85,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.85,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.85,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.85,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.85,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.85,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.85,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.85,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.85,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.85,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.85,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,21.3,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.27,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.27,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.27,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.27,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.27,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.27,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.27,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.27,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.27,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.27,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,27.27,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.49,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.49,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.49,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.49,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.49,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.49,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.49,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.49,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.49,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.49,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,19.49,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,26.01,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,26.01,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,26.01,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,26.01,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,26.01,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,26.01,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,26.01,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,26.01,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,26.01,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,26.01,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,26.01,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,25.18,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,25.18,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,25.18,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,25.18,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,25.18,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,25.18,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,25.18,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,25.18,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,25.18,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,25.18,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,25.18,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,25.56,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,25.56,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,25.56,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,25.56,BRA,347765020.0
Brazil,Maize,2002,30559,1761.0,145552.0,25.56,BRA,347765020.0
